순위,주차,교육과정,교과목,종합점수,준비성,전문성,전달력,열의성
1위,5월5주차,7·8급 승진자 역량향상 과정,보도자료 작성실무,5,5,5,5,5
1위,5월5주차,7·8급 승진자 역량향상 과정,스트레칭과 싱잉볼 명상,5,5,5,5,5
1위,5월5주차,7·8급 승진자 역량향상 과정,소통을 위한 대화기술 및 공감기법,5,5,5,5,5
1위,2월5주차,과장급 필수 역량향상 과정,신임과장으로서 비전 만들기,5,5,5,5,5
1위,5월1주차,명품 스피치 과정,신뢰감을 주는 스피치 기법,5,5,5,5,5
1위,4월4주차,중견리더 과정(10주차),영어,5,5,5,5,5
1위,4월4주차,중견리더 과정(10주차),탁구,5,5,5,5,5
1위,5월2주차,중견리더 과정(12주차),영어,5,5,5,5,5
1위,5월3주차,중견리더 과정(13주차),영어,5,5,5,5,5
1위,5월3주차,중견리더 과정(13주차),분임토의,5,5,5,5,5
1위,6월1주차,중견리더 과정(16주차),미술,5,5,5,5,5
1위,6월3주차,중견리더 과정(18주차),미술,5,5,5,5,5
1위,6월4주차,중견리더 과정(19주차),스포츠댄스,5,5,5,5,5
1위,7월2주차,중견리더 과정(21주차),스포츠댄스,5,5,5,5,5
1위,7월2주차,중견리더 과정(21주차),영어,5,5,5,5,5
1위,7월3주차,중견리더 과정(22주차),영어,5,5,5,5,5
1위,3월3주차,중견리더 과정(4주차),영어,5,5,5,5,5
1위,3월4주차,중견리더 과정(5주차),영어,5,5,5,5,5
1위,4월1주차,중견리더 과정(7주차),영어,5,5,5,5,5
1위,4월1주차,중견리더 과정(7주차),스포츠댄스,5,5,5,5,5
1위,4월2주차,중견리더 과정(8주차),영어,5,5,5,5,5
1위,5월4주차,지속가능발전 목표 이행 과정,지속가능발전 보고서 작성을 위한 성과지표 관리,5,5,5,5,5
23위,5월1주차,명품 스피치 과정,기본 보이스 트레이닝,4.9861,5,5,4.9444,5
24위,5월1주차,명품 스피치 과정,목소리 진단 및 실습,4.9722,5,4.9444,5,4.9444
25위,4월3주차,다문화와 사회통합 교육 과정,다문화 나라별 비교 문화 체험,4.9688,5,5,5,4.875
26위,4월4주차,1인 방송과 영상제작 과정,홍보 기획 및 스토리 보드 작성,4.96,4.96,4.96,4.96,4.96
26위,4월4주차,1인 방송과 영상제작 과정,촬영 장비 사용법 및 촬영,4.96,4.96,4.96,4.96,4.96
26위,4월4주차,1인 방송과 영상제작 과정,AI를 활용한 시나리오,4.96,4.96,4.96,4.96,4.96
26위,4월4주차,1인 방송과 영상제작 과정,영상 편집,4.96,4.96,4.96,4.96,4.96
26위,4월4주차,1인 방송과 영상제작 과정,홍보 영상 게시 및 활용,4.96,4.96,4.96,4.96,4.96
26위,4월4주차,1인 방송과 영상제작 과정,저작권 알기와 자료 받기,4.96,4.96,4.96,4.96,4.96
26위,7월4주차,생성형 AI 실습 과정,업무에 필수 AI툴킷,4.96,4.96,4.96,4.96,4.96
33위,7월4주차,생성형 AI 실습 과정,업무에 필수 AI툴킷,4.9519,4.9615,4.9231,4.9615,4.9615
34위,5월5주차,7·8급 승진자 역량향상 과정,생성형 AI의 직무적용,4.95,5,5,4.8,5
34위,2월5주차,과장급 필수 역량향상 과정,생성형 AI의 직무적용,4.95,4.95,4.95,4.95,4.95
34위,2월5주차,과장급 필수 역량향상 과정,의사소통 및 조직관리 코칭,4.95,5,5,4.8,5
37위,5월1주차,5급 관리자 리더십 과정,조직의 갈등해결 상황극,4.9474,4.9474,4.9474,4.9474,4.9474
38위,5월1주차,5급 관리자 리더십 과정,조직 갈등 해결을 위한 의견나누기,4.9458,4.9474,4.9474,4.9474,4.9412
39위,5월1주차,명품 스피치 과정,인사말 작성 방법 및 실습,4.9444,5,4.9444,4.8333,5
40위,3월3주차,"세대와 마음을 잇는 소통 ON, 공감 UP 과정",마음 열기,4.9412,4.9412,4.9412,4.9412,4.9412
40위,3월3주차,"세대와 마음을 잇는 소통 ON, 공감 UP 과정",우리 함께 어울림,4.9412,4.9412,4.9412,4.9412,4.9412
42위,3월3주차,"세대와 마음을 잇는 소통 ON, 공감 UP 과정",조직 내 세대차이 인정과 극복,4.9393,4.9412,4.9375,4.9375,4.9412
43위,4월3주차,다문화와 사회통합 교육 과정,다문화 사회의 이해,4.9375,4.875,5,5,4.875
44위,2월5주차,식품 위생감시원 직무교육 과정,식품위생법령 및 식품 등의 기준 규격,4.9349,4.9355,4.9355,4.9355,4.9333
45위,2월5주차,식품 위생감시원 직무교육 과정,식품위생 지도점검 및 수거검사 실무,4.9333,4.9333,4.9333,4.9333,4.9333
45위,2월5주차,식품 위생감시원 직무교육 과정,이물관리 및 위해식품 회수관리,4.9333,4.9333,4.9333,4.9333,4.9333
45위,6월3주차,중견리더 과정(18주차),중국어,4.9333,4.9333,4.9333,4.9333,4.9333
48위,4월4주차,1인 방송과 영상제작 과정,스마트폰 카메라 세팅,4.9325,4.96,4.85,4.96,4.96
49위,4월2주차,소통의 고수! 민원응대 스킬업 과정,치유의 숲 현장 체험학습,4.9286,4.9286,4.9286,4.9286,4.9286
49위,5월2주차,코칭 리더십 과정,나의 강점 찾기 및 성장 마인드 셋,4.9286,4.9286,4.9286,4.9286,4.9286
49위,5월2주차,코칭 리더십 과정,뇌파를 통해 배우는 멘탈 코칭,4.9286,4.9286,4.9286,4.9286,4.9286
52위,5월5주차,7·8급 승진자 역량향상 과정,"드라마, 영화로 이해하는 청렴",4.925,4.9,4.9,4.9,5
53위,6월1주차,중견리더 과정(16주차),스포츠댄스,4.9231,4.9231,4.9231,4.9231,4.9231
53위,3월5주차,중견리더 과정(6주차),영어,4.9231,4.9231,4.9231,4.9231,4.9231
55위,4월4주차,1인 방송과 영상제작 과정,홍보플랫폼 안내 및 우수사례,4.9225,4.96,4.96,4.81,4.96
56위,4월3주차,경남의 섬 과정,"현장학습(통영, 거제, 독일마을, 남해)",4.9203,4.925,4.9152,4.9158,4.925
57위,2월3주차,교육 담당자 역량향상 과정,생성형 AI의 개요,4.9167,5,5,4.8889,4.7778
57위,3월3주차,승마 과정,승마강습(속보),4.9167,4.8889,4.8889,4.9444,4.9444
57위,6월2주차,중견리더 과정(17주차),영어,4.9167,4.9167,4.9167,4.9167,4.9167
60위,3월3주차,승마 과정,외승로 체험,4.915,4.8824,4.9444,4.8889,4.9444
61위,6월3주차,파워포인트 활용 과정,파워포인트 중급,4.9135,4.9231,4.8846,4.9231,4.9231
62위,5월2주차,코칭 리더십 과정,코칭의 이해 및 효과,4.9107,4.9286,4.9286,4.8571,4.9286
63위,3월3주차,생성형 AI 실습 과정,AI가 만들어주는 영상제작,4.9107,4.9286,4.9286,4.8929,4.8929
64위,6월2주차,디지털 행정서비스 과정,데이터 기반 정책구조,4.9091,4.9091,4.9091,4.9091,4.9091
64위,6월2주차,디지털 행정서비스 과정,데이터기반 정책보고서 작성,4.9091,4.9091,4.9091,4.9091,4.9091
64위,5월1주차,중견리더 과정(11주차),영어,4.9091,4.9091,4.9091,4.9091,4.9091
67위,6월2주차,디지털 행정서비스 과정,디지털 전환의 이해,4.908,4.9048,4.9091,4.9091,4.9091
68위,6월2주차,디지털 행정서비스 과정,생성형 AI활용,4.908,4.9091,4.9091,4.9091,4.9048
69위,5월4주차,중견리더 과정(14주차),영어,4.9068,4.9091,4.9091,4.9091,4.9
70위,5월2주차,중견리더 과정(12주차),일본어,4.9063,4.9375,4.875,4.9375,4.875
71위,3월3주차,생성형 AI 실습 과정,저작권없는 AI음악 제작하기,4.9011,4.8571,4.8929,4.9286,4.9259
72위,2월5주차,과장급 필수 역량향상 과정,조직성과 창출을 위한 리더십,4.9,4.9,4.9,4.9,4.9
72위,6월3주차,중견리더 과정(18주차),영어,4.9,4.9,4.9,4.9,4.9
72위,7월3주차,중견리더 과정(22주차),미술,4.9,4.9,4.9,4.9,4.9
75위,3월3주차,생성형 AI 실습 과정,텍스트 생성 AI의 업무 활용,4.8966,4.931,4.8966,4.8276,4.931
76위,6월4주차,중견리더 과정(19주차),일본어,4.8934,4.9091,4.9091,4.9091,4.8462
77위,5월2주차,코칭 리더십 과정,실행계획과 소감 공유,4.8929,4.8571,4.8571,4.9286,4.9286
78위,3월3주차,생성형 AI 실습 과정,AI로 만드는 숏츠영상,4.8922,4.8929,4.8214,4.9286,4.9259
79위,5월4주차,드론 이해와 실전 활용 과정,드론의 종류와 원리 이해,4.8889,4.8889,4.8889,4.8889,4.8889
79위,5월4주차,드론 이해와 실전 활용 과정,드론 법규 및 행정접목 사례,4.8889,4.8889,4.8889,4.8889,4.8889
79위,5월4주차,드론 이해와 실전 활용 과정,산업용 드론 활용 및 접목 사례,4.8889,4.8889,4.8889,4.8889,4.8889
79위,5월4주차,드론 이해와 실전 활용 과정,조종 실습2,4.8889,4.8889,4.8889,4.8889,4.8889
79위,5월4주차,드론 이해와 실전 활용 과정,드론 영상 제작 개요 및 기획,4.8889,4.8889,4.8889,4.8889,4.8889
79위,5월4주차,드론 이해와 실전 활용 과정,영상 편집 및 제작,4.8889,4.8889,4.8889,4.8889,4.8889
79위,3월3주차,승마 과정,승하마 및 평보,4.8889,4.9444,4.8889,4.8333,4.8889
79위,5월5주차,중견리더 과정(15주차),영어,4.8889,4.8889,4.8889,4.8889,4.8889
79위,2월5주차,지방소득세 실무 과정,소득세법 총칙,4.8889,4.8889,4.8889,4.8889,4.8889
79위,2월5주차,지방소득세 실무 과정,연금소득,4.8889,4.8889,4.8889,4.8889,4.8889
79위,2월5주차,지방소득세 실무 과정,"금융소득·이자소득, 배당소득",4.8889,4.8889,4.8889,4.8889,4.8889
79위,2월5주차,지방소득세 실무 과정,소득공제와 세액공제,4.8889,4.8889,4.8889,4.8889,4.8889
79위,2월5주차,지방소득세 실무 과정,소득금액계산의 특례,4.8889,4.8889,4.8889,4.8889,4.8889
79위,2월5주차,지방소득세 실무 과정,"종합소득세의 신고, 납부 및 결정",4.8889,4.8889,4.8889,4.8889,4.8889
79위,2월5주차,지방소득세 실무 과정,기타소득,4.8889,4.8889,4.8889,4.8889,4.8889
79위,2월5주차,지방소득세 실무 과정,퇴직소득세,4.8889,4.8889,4.8889,4.8889,4.8889
95위,3월3주차,생성형 AI 실습 과정,이미지 생성 AI 활용,4.8879,4.7931,4.8966,4.931,4.931
96위,3월3주차,생성형 AI 실습 과정,생성형 AI 프롬프트의 이해,4.8879,4.931,4.8966,4.8276,4.8966
97위,2월5주차,과장급 필수 역량향상 과정,리더들의 공감대 형성,4.8875,4.9,4.9,4.85,4.9
97위,6월2주차,기획능력 향상 과정,AI를 활용한 보고서 및 인사말 작성,4.8875,4.9,4.9,4.9,4.85
99위,5월4주차,드론 이해와 실전 활용 과정,조종 실습1,4.8873,4.8889,4.8889,4.8889,4.8824
100위,5월4주차,드론 이해와 실전 활용 과정,조종 실습3,4.8856,4.8824,4.8889,4.8824,4.8889
101위,7월4주차,공공언어 바르게 쓰기 과정,착각하기 쉬운 공공언어 -사례공유,4.8846,4.8462,4.8462,4.9231,4.9231
101위,7월4주차,공공언어 바르게 쓰기 과정,바른 어휘 및 문장쓰기 실습,4.8846,4.8462,4.9231,4.9231,4.8462
103위,3월3주차,생성형 AI 실습 과정,AI로 콘텐츠 제작하기,4.8839,4.9286,4.8929,4.8571,4.8571
104위,3월3주차,"세대와 마음을 잇는 소통 ON, 공감 UP 과정",우리 조직은? 전사적 참견 시점,4.8824,4.9412,4.7059,4.9412,4.9412
105위,3월3주차,생성형 AI 실습 과정,생성형 AI의 개요,4.8793,4.931,4.8276,4.8276,4.931
106위,5월5주차,7·8급 승진자 역량향상 과정,엑셀 활용 팁,4.875,4.9,4.9,4.8,4.9
106위,2월5주차,과장급 필수 역량향상 과정,스트레칭과 싱잉볼 명상,4.875,4.9,4.85,4.9,4.85
106위,2월5주차,과장급 필수 역량향상 과정,애자일 조직에서 부서장의 역할,4.875,4.9,4.85,4.85,4.9
106위,5월1주차,명품 스피치 과정,인터뷰 및 사회보기,4.875,4.8889,4.8333,4.8889,4.8889
106위,3월3주차,승마 과정,시설소개 및 승마 안전수칙,4.875,4.8889,4.9444,4.7778,4.8889
106위,3월3주차,승마 과정,승마강습(평보),4.875,4.8889,4.8333,4.8889,4.8889
106위,5월5주차,중견리더 과정(15주차),탁구,4.875,4.875,4.875,4.875,4.875
106위,6월3주차,중견리더 과정(18주차),가죽공예,4.875,4.875,4.875,4.875,4.875
106위,6월3주차,중견리더 과정(18주차),스포츠댄스,4.875,4.875,4.875,4.875,4.875
106위,6월4주차,중견리더 과정(19주차),탁구,4.875,4.875,4.875,4.875,4.875
106위,5월2주차,코칭 리더십 과정,"마음을 여는 경청과 생각을 여는 질문, 피드백 스킬",4.875,4.9286,4.7143,4.9286,4.9286
106위,5월2주차,코칭 리더십 과정,촉진 스킬 이해와 성과면담 실습,4.875,4.9286,4.9286,4.7857,4.8571
106위,6월3주차,파워포인트 활용 과정,파워포인트 초급,4.875,4.9231,4.7692,4.8846,4.9231
119위,7월1주차,중견리더 과정(20주차),외국어,4.8722,4.8,4.9,4.9,4.8889
120위,3월3주차,보조금 담당자 실무 과정,"e나라도움 시스템 사용실습(공모, 교부)",4.8684,4.8421,4.8421,4.8421,4.9474
121위,3월3주차,생성형 AI 실습 과정,ChatGPT 고급활용,4.8661,4.8929,4.8929,4.8214,4.8571
122위,5월5주차,과장급 필수 역량향상 과정,의사소통 및 조직관리 코칭,4.8658,4.8824,4.8824,4.8235,4.875
123위,5월5주차,중견리더 과정(15주차),일본어,4.8654,4.8462,4.9231,4.8462,4.8462
124위,7월2주차,스마트기기 활용 과정,윈도우 앱 활용,4.8646,4.875,4.8333,4.875,4.875
124위,7월2주차,스마트기기 활용 과정,클라우드 서비스를 활용한 데이터 관리,4.8646,4.875,4.875,4.8333,4.875
126위,6월3주차,중견리더 과정(18주차),일본어,4.8636,4.8182,4.9091,4.9091,4.8182
126위,5월4주차,홍보실무 과정,보도자료 작성 및 실습,4.8636,4.9091,4.8182,4.8182,4.9091
128위,3월5주차,5급 관리자 리더십 과정,조직 갈등 해결을 위한 의견나누기,4.8625,4.85,4.85,4.9,4.85
128위,3월5주차,5급 관리자 리더십 과정,리더십의 이해,4.8625,4.85,4.85,4.9,4.85
128위,3월5주차,5급 관리자 리더십 과정,리더십의 현장 방향성 도출,4.8625,4.85,4.85,4.9,4.85
128위,2월5주차,과장급 필수 역량향상 과정,청렴교육,4.8625,4.85,4.85,4.85,4.9
128위,6월3주차,드론 이해와 실전 활용 과정,항공법규와 드론 접목 사례,4.8625,4.88,4.82,4.81,4.94
133위,7월3주차,중견리더 과정(22주차),한국사,4.8622,4.8462,4.9231,4.8462,4.8333
134위,3월2주차,중견리더 과정(3주차),중국어,4.8614,4.8261,4.8333,4.9167,4.8696
135위,6월2주차,중견리더 과정(17주차),일본어,4.8607,4.8,4.9286,4.7857,4.9286
136위,4월4주차,중견리더 과정(10주차),중국어,4.8571,4.8571,4.8571,4.8571,4.8571
136위,5월3주차,중견리더 과정(13주차),중국어,4.8571,4.8571,4.8571,4.8571,4.8571
136위,7월1주차,중견리더 과정(20주차),동아리 활동,4.8571,4.8571,4.8571,4.8571,4.8571
136위,5월2주차,코칭 리더십 과정,코칭 대화하기(GROW 코칭),4.8571,4.8571,4.8571,4.8571,4.8571
140위,3월3주차,보조금 담당자 실무 과정,e나라도움 시스템 사용실습(정산),4.8553,4.6842,4.8947,4.8947,4.9474
141위,7월2주차,스마트기기 활용 과정,업무효율을 높이는 윈도우 활용 기능,4.8542,4.875,4.875,4.8333,4.8333
141위,7월2주차,스마트기기 활용 과정,ChatGPT 업무 활용,4.8542,4.875,4.8333,4.875,4.8333
143위,5월1주차,미래설계 과정(2주차),인문학 콘서트,4.8537,4.8667,4.8444,4.8372,4.8667
144위,6월2주차,기획능력 향상 과정,"기획력 향상을 위한 논리, 창의적 사고",4.85,4.85,4.85,4.85,4.85
144위,6월2주차,기획능력 향상 과정,기획보고서 이해 및 작성전략,4.85,4.85,4.85,4.85,4.85
144위,6월3주차,드론 이해와 실전 활용 과정,드론영상 촬영 기법,4.85,4.88,4.82,4.88,4.82
144위,5월5주차,중견리더 과정(15주차),중국어,4.85,4.85,4.85,4.85,4.85
148위,3월5주차,5급 관리자 리더십 과정,리더십을 통한 성과관리의 기술,4.848,4.85,4.85,4.8421,4.85
148위,6월2주차,기획능력 향상 과정,기획보고서 작성 피드백,4.848,4.85,4.85,4.85,4.8421
150위,2월5주차,7·8급 승진자 역량향상 과정,생성형 AI의 직무적용,4.8478,4.8696,4.8261,4.8261,4.8696
151위,3월3주차,승마 과정,승마강습(평보 및 속보),4.8472,4.8333,4.8889,4.9444,4.7222
151위,3월3주차,중견리더 과정(4주차),일본어,4.8472,4.8333,4.8333,4.8889,4.8333
153위,6월1주차,중견리더 과정(16주차),일본어,4.8464,4.8667,4.8667,4.7857,4.8667
154위,7월4주차,공공언어 바르게 쓰기 과정,어문규범 1,4.8462,4.8462,4.8462,4.8462,4.8462
154위,7월4주차,공공언어 바르게 쓰기 과정,공문서 작성법,4.8462,4.8462,4.8462,4.8462,4.8462
154위,4월4주차,중견리더 과정(10주차),스포츠댄스,4.8462,4.8462,4.8462,4.8462,4.8462
154위,5월2주차,중견리더 과정(12주차),스포츠댄스,4.8462,4.8462,4.8462,4.8462,4.8462
158위,3월2주차,계약실무 과정,계약의 유형,4.8438,4.875,4.875,4.8125,4.8125
158위,7월2주차,스마트기기 활용 과정,업무 생산성을 높이는 앱 활용,4.8438,4.8333,4.875,4.7917,4.875
160위,3월2주차,중견리더 과정(3주차),영어,4.8421,4.8421,4.8421,4.8421,4.8421
161위,6월4주차,중견리더 과정(19주차),영어,4.8409,4.9091,4.9091,4.9091,4.6364
162위,7월1주차,중견리더 과정(20주차),외국어,4.8393,4.7857,4.8571,4.8571,4.8571
163위,7월2주차,경남의 복지 과정,복지정책 현장사례 공유 및 토론,4.8393,4.8571,4.9286,4.7857,4.7857
163위,5월2주차,코칭 리더십 과정,"코칭 대화하기(상황별 코칭, 1:1 코칭)",4.8393,4.9286,4.8571,4.6429,4.9286
165위,3월3주차,중견리더 과정(4주차),중국어,4.837,4.8261,4.8261,4.8261,4.8696
166위,4월2주차,스마트기기 활용 과정,저작권 문제 없는 콘텐츠 활용,4.8365,4.8077,4.8462,4.8462,4.8462
166위,5월4주차,중견리더 과정(14주차),일본어,4.8365,4.7857,4.8571,4.8571,4.8462
168위,6월3주차,드론 이해와 실전 활용 과정,드론 비행이론 및 항공기상,4.835,4.82,4.88,4.82,4.82
168위,6월3주차,드론 이해와 실전 활용 과정,조종 실습1,4.835,4.88,4.82,4.82,4.82
168위,4월2주차,스마트기기 활용 과정,인공지능 음성녹음 앱 활용,4.835,4.8077,4.8462,4.8462,4.84
171위,6월3주차,MICE 사업유치 역량강화 과정,전시기획 유치 및 운영,4.8333,4.8333,4.8333,4.8333,4.8333
171위,6월3주차,MICE 사업유치 역량강화 과정,관광과 MICE사업 국내외 트렌드 및 우수사례,4.8333,4.8333,4.8333,4.8333,4.8333
171위,6월3주차,MICE 사업유치 역량강화 과정,국제행사 기획 및 운영,4.8333,4.8333,4.8333,4.8333,4.8333
171위,6월3주차,MICE 사업유치 역량강화 과정,국제행사 유치(사례중심),4.8333,4.8333,4.8333,4.8333,4.8333
171위,6월3주차,중견리더 과정(18주차),탁구,4.8333,4.8333,4.8333,4.8333,4.8333
171위,6월3주차,중견리더 과정(18주차),테니스,4.8333,4.8333,4.8333,4.8333,4.8333
171위,7월3주차,중견리더 과정(22주차),스포츠댄스,4.8333,4.8333,4.8333,4.8333,4.8333
171위,4월3주차,중견리더 과정(9주차),영어,4.8333,4.8333,4.8333,4.8333,4.8333
179위,5월1주차,중견리더 과정(11주차),중국어,4.8315,4.8182,4.8261,4.8636,4.8182
180위,5월2주차,중견리더 과정(12주차),중국어,4.8315,4.8261,4.8333,4.8333,4.8333
181위,7월2주차,스마트기기 활용 과정,저작권 문제없는 콘텐츠 활용,4.8302,4.8696,4.8261,4.8333,4.7917
182위,5월2주차,중견리더 과정(12주차),정리수납,4.83,4.8,4.84,4.84,4.84
183위,3월5주차,중견리더 과정(6주차),한자,4.8289,4.8158,4.8421,4.8158,4.8421
183위,7월3주차,한글 활용 과정,보고서 시각화를 위한 개체 활용,4.8289,4.8421,4.8421,4.8421,4.7895
185위,3월2주차,계약실무 과정,계약 법령 체계,4.8281,4.875,4.8125,4.8125,4.8125
186위,5월4주차,미래설계 과정(1주차),인문학 콘서트,4.8279,4.84,4.84,4.84,4.7917
187위,7월4주차,공공언어 바르게 쓰기 과정,어문규범 2,4.8269,4.8462,4.8462,4.7692,4.8462
188위,4월2주차,중견리더 과정(8주차),중국어,4.8261,4.8261,4.8261,4.8261,4.8261
189위,6월3주차,MICE 사업유치 역량강화 과정,경남의 MICE산업 현황 및 발전방안,4.825,4.8333,4.8333,4.8333,4.8
189위,4월2주차,스마트기기 활용 과정,자료 찾기 및 공유 앱 활용,4.825,4.8077,4.8462,4.8462,4.8
191위,6월3주차,MICE 사업유치 역량강화 과정,"MICE 사업의 이해 (정의, 구성요소, 경제적 파급효과)",4.825,4.8,4.8333,4.8333,4.8333
191위,6월2주차,기획능력 향상 과정,보도자료 작성(언론대처) 전략,4.825,4.85,4.85,4.75,4.85
193위,4월1주차,중견리더 과정(7주차),탁구,4.8237,4.8125,4.8125,4.8125,4.8571
194위,7월1주차,중견리더 과정(20주차),성인지정책의 이해,4.8229,4.8088,4.8088,4.8382,4.8358
195위,6월2주차,기획능력 향상 과정,기획보고서 작성 실습,4.8224,4.85,4.7895,4.85,4.8
196위,4월2주차,소통의 고수! 민원응대 스킬업 과정,감정관리를 위한 감성코칭,4.8214,4.7857,4.8571,4.8571,4.7857
196위,3월4주차,인생 2모작 준비 과정,건강관리 노하우,4.8214,4.8214,4.8929,4.7857,4.7857
196위,7월2주차,중견리더 과정(21주차),한국사,4.8214,4.7857,4.8571,4.7857,4.8571
199위,4월3주차,시·군 팀장 리더십 과정,신임팀장 비전만들기,4.8182,4.8182,4.8182,4.8182,4.8182
199위,5월4주차,중견리더 과정(14주차),중국어,4.8182,4.8182,4.8182,4.8182,4.8182
199위,6월1주차,중견리더 과정(16주차),영어,4.8182,4.8182,4.8182,4.8182,4.8182
199위,6월1주차,중견리더 과정(16주차),중국어,4.8182,4.8182,4.8182,4.8182,4.8182
199위,7월2주차,중견리더 과정(21주차),일본어,4.8182,4.8182,4.8182,4.8182,4.8182
199위,7월2주차,중견리더 과정(21주차),중국어,4.8182,4.8182,4.8182,4.8182,4.8182
199위,7월2주차,중견리더 과정(21주차),탁구,4.8182,4.8182,4.8182,4.8182,4.8182
199위,7월3주차,중견리더 과정(22주차),정리수납,4.8182,4.8182,4.8182,4.8182,4.8182
199위,5월4주차,홍보실무 과정,정책홍보에 대한 이해,4.8182,4.8182,4.8182,4.8182,4.8182
208위,4월2주차,중견리더 과정(8주차),스포츠댄스,4.8167,4.8,4.8667,4.7333,4.8667
209위,3월4주차,중견리더 과정(5주차),중국어,4.8152,4.7826,4.8261,4.8261,4.8261
