순위,주차,교육과정,교과목,종합점수,준비성,전문성,전달력,열의성
210위,7월2주차,스마트기기 활용 과정,스마트폰 업무환경 최적화하기,4.8132,4.8182,4.8261,4.7826,4.8261
211위,4월2주차,스마트기기 활용 과정,스마트폰 업무환경 최적화,4.8126,4.7692,4.84,4.8077,4.8333
212위,4월3주차,다문화와 사회통합 교육 과정,지역사회통합과 문화다양성,4.8125,5,4.875,4.875,4.5
212위,7월2주차,스마트기기 활용 과정,동영상 편집 앱을 이용한 영상 편집,4.8125,4.8333,4.8333,4.7917,4.7917
214위,3월5주차,중견리더 과정(6주차),중국어,4.8117,4.8095,4.8095,4.8182,4.8095
215위,4월1주차,신규 임용(후보)자 과정(1주차),바람직한 공직관 실천,4.8111,4.7778,4.7778,4.8,4.8889
216위,5월1주차,중견리더 과정(11주차),일본어,4.8088,4.7647,4.8235,4.8235,4.8235
217위,5월5주차,경남의 섬 과정,현장학습(남해),4.8083,4.8333,4.8,4.8,4.8
218위,4월1주차,엑셀 활용 과정,엑셀 함수 활용,4.8077,4.8077,4.8077,4.8077,4.8077
218위,5월2주차,중견리더 과정(12주차),영어,4.8077,4.7692,4.7692,4.8462,4.8462
220위,6월3주차,드론 이해와 실전 활용 과정,드론 원리 이해와 자격증 종류,4.8075,4.88,4.82,4.65,4.88
221위,6월3주차,중견리더 과정(18주차),영어,4.8056,4.8889,4.7778,4.7778,4.7778
222위,7월3주차,미래설계 과정,문화탐방제주도,4.8056,4.8333,4.8333,4.7778,4.7778
222위,6월4주차,중견리더 과정(19주차),중국어,4.8056,4.8333,4.7778,4.8333,4.7778
224위,4월2주차,스마트기기 활용 과정,크롬을 이용한 인터넷 정보 수집 및 관리,4.8054,4.8077,4.8462,4.8077,4.76
225위,3월3주차,중견리더 과정(4주차),한자,4.8036,4.7619,4.8095,4.8333,4.8095
226위,6월2주차,중견리더 과정(17주차),중국어,4.8021,4.8333,4.8333,4.8333,4.7083
227위,5월2주차,지리산 천왕봉 힐링 과정,숲속 자연 명상,4.8017,4.7931,4.7931,4.7931,4.8276
228위,7월4주차,계약실무 과정,계약의 유형,4.8,4.8,4.8,4.8,4.8
228위,4월1주차,신규공무원 역량향상 심화 과정,인사말 작성,4.8,4.8,4.8,4.8,4.8
228위,5월3주차,중견리더 과정(13주차),분임토의,4.8,4.8,4.8,4.8,4.8
228위,6월4주차,중견리더 과정(19주차),한국사,4.8,4.8,4.8,4.8,4.8
228위,7월2주차,중견리더 과정(21주차),가죽공예,4.8,4.8,4.8,4.8,4.8
228위,7월3주차,중견리더 과정(22주차),영어,4.8,4.8,4.8,4.8,4.8
228위,4월2주차,중견리더 과정(8주차),가죽공예,4.8,4.8,4.8,4.8,4.8
235위,5월4주차,미래설계 과정(1주차),나만의 힐링법-아로마테라피,4.7981,4.8077,4.8077,4.7692,4.8077
235위,4월2주차,스마트기기 활용 과정,ChatGPT 업무 활용,4.7981,4.7692,4.8077,4.8077,4.8077
237위,2월5주차,중견리더 과정(2주차),중국어,4.7979,4.8,4.8,4.7917,4.8
238위,7월1주차,중견리더 과정(20주차),외국어,4.7955,4.8182,4.7727,4.7727,4.8182
239위,3월4주차,중견리더 과정(5주차),한자,4.7953,4.8372,4.814,4.7442,4.7857
240위,6월3주차,드론 이해와 실전 활용 과정,조종실습 2,4.7925,4.82,4.82,4.88,4.65
241위,5월4주차,중견리더 과정(14주차),스포츠댄스,4.7924,4.8125,4.7857,4.7857,4.7857
242위,5월5주차,과장급 필수 역량향상 과정,신임과장으로서 비전 만들기,4.7917,4.8333,4.7778,4.7778,4.7778
242위,7월3주차,미래설계 과정,스마트한 뇌건강 관리법,4.7917,4.7778,4.8333,4.7778,4.7778
242위,3월3주차,승마 과정,승마기초 이론,4.7917,4.8333,4.8333,4.8333,4.6667
242위,6월3주차,중견리더 과정(18주차),한자,4.7917,4.8,4.8,4.7667,4.8
246위,5월5주차,경남의 섬 과정,현장학습(통영),4.7917,4.7667,4.8333,4.8,4.7667
246위,5월5주차,경남의 섬 과정,현장학습(거제),4.7917,4.8,4.7667,4.7667,4.8333
246위,3월4주차,중견리더 과정(5주차),일본어,4.7917,4.7778,4.7778,4.7778,4.8333
246위,3월5주차,지방의회 공무원 실무역량 향상 과정,의정활동 홍보전략 및 주민소통,4.7917,4.8333,4.75,4.75,4.8333
250위,5월5주차,경남의 섬 과정,경남의 섬 가치와 미래,4.7899,4.7931,4.8,4.7667,4.8
251위,4월4주차,미래설계 과정(1주차),지역부동산 전망 및 퇴직후 재테크,4.7898,4.7955,4.7727,4.7955,4.7955
252위,5월1주차,5급 관리자 리더십 과정,리더십의 현장 방향서 도출2,4.7895,4.7895,4.7895,4.7895,4.7895
252위,5월1주차,5급 관리자 리더십 과정,리더십을 통한 성과관리의 기술1,4.7895,4.7895,4.7895,4.7895,4.7895
252위,5월1주차,5급 관리자 리더십 과정,리더십을 통한 성과관리의 기술2,4.7895,4.7895,4.7895,4.7895,4.7895
252위,5월1주차,5급 관리자 리더십 과정,리더십을 통한 성과관리의 기술3,4.7895,4.7895,4.7895,4.7895,4.7895
252위,7월3주차,중견리더 과정(22주차),중국어,4.7895,4.7895,4.7895,4.7895,4.7895
252위,4월1주차,중견리더 과정(7주차),가죽공예,4.7895,4.7895,4.7895,4.7895,4.7895
258위,3월3주차,중견리더 과정(4주차),영어,4.7892,4.8235,4.7778,4.7778,4.7778
259위,7월3주차,중견리더 과정(22주차),일본어,4.7885,4.7692,4.7692,4.7692,4.8462
260위,2월5주차,과장급 필수 역량향상 과정,갈등해결 방안 및 효율적인 조직관리,4.7875,4.85,4.75,4.8,4.75
261위,5월4주차,미래설계 과정(1주차),"퇴직 후 인생, 와인처럼 깊어지다",4.7865,4.7692,4.8077,4.7692,4.8
262위,4월2주차,소통의 고수! 민원응대 스킬업 과정,의사소통의 이해 및 감성소통 대화스킬,4.7857,4.7857,4.7857,4.7857,4.7857
262위,4월2주차,소통의 고수! 민원응대 스킬업 과정,인간행동 유형별 스트레스 조절 및 회복탄력성 강화,4.7857,4.7857,4.7857,4.7857,4.7857
262위,5월3주차,중견리더 과정(13주차),일본어,4.7857,4.7143,4.7857,4.8571,4.7857
262위,5월5주차,중견리더 과정(15주차),영어,4.7857,4.7857,4.7857,4.7857,4.7857
262위,4월1주차,중견리더 과정(7주차),영어,4.7857,4.7857,4.7857,4.7857,4.7857
267위,5월4주차,중견리더 과정(14주차),탁구,4.7818,4.7273,4.8,4.8,4.8
268위,4월2주차,소통의 고수! 민원응대 스킬업 과정,민원유형 및 소통패턴별 응대 전략,4.7816,4.7857,4.7857,4.7857,4.7692
269위,7월4주차,7·8급 승진자 역량향상 과정,보도자료 작성실무,4.7813,4.75,4.7917,4.7917,4.7917
270위,4월3주차,다문화와 사회통합 교육 과정,이민정책 패러다임의 변화와 지방정부의 역할,4.7813,4.875,4.875,4.625,4.75
270위,7월3주차,산림정책실무 과정,산림휴양문화시설 조성 및 운영,4.7813,4.75,4.8125,4.75,4.8125
270위,5월3주차,중견리더 과정(13주차),테니스,4.7813,4.75,4.75,4.75,4.875
273위,4월3주차,디자인 플랫폼 활용 과정,디자인 플랫폼의 이해 및 생성형 AI 활용,4.78,4.8,4.8,4.72,4.8
274위,4월3주차,디자인 플랫폼 활용 과정,상황에 맞는 플랫폼 활용 실습,4.7799,4.7917,4.7917,4.6667,4.8696
275위,2월3주차,교육 담당자 역량향상 과정,생성형 AI를 이용한 데이터 정리,4.7778,4.8889,4.7778,4.7778,4.6667
276위,5월5주차,과장급 필수 역량향상 과정,생성형 AI의 직무적용,4.7778,4.7778,4.7778,4.8333,4.7222
276위,7월3주차,미래설계 과정,"커피, 직접내려보는 삶의 여유",4.7778,4.7778,4.7778,4.7778,4.7778
276위,5월3주차,중견리더 과정(13주차),영어,4.7778,4.7778,4.7778,4.7778,4.7778
276위,5월3주차,중견리더 과정(13주차),스포츠댄스,4.7778,4.7778,4.7778,4.7778,4.7778
276위,6월3주차,중견리더 과정(18주차),사진,4.7778,4.8148,4.8148,4.8148,4.6667
276위,7월1주차,중견리더 과정(20주차),동아리 활동,4.7778,4.7778,4.7778,4.7778,4.7778
282위,5월2주차,지리산 천왕봉 힐링 과정,등산 기본 지식 및 안전산행 교육,4.7759,4.8276,4.8276,4.6552,4.7931
283위,4월4주차,미래설계 과정(1주차),나만의 힐링법-아로마테라피,4.7758,4.7442,4.75,4.7907,4.8182
284위,3월2주차,중견리더 과정(3주차),영어,4.7753,4.8,4.7895,4.7222,4.7895
285위,7월4주차,계약실무 과정,계약일반 프로세스,4.775,4.8,4.7,4.8,4.8
286위,6월3주차,업무용 오피스 활용 과정,"한글 활용능력(표,개체), 문서 취합 Tip",4.7748,4.8235,4.8235,4.6875,4.7647
287위,3월3주차,보조금 담당자 실무 과정,지방보조금 실무,4.7734,4.7778,4.7895,4.7368,4.7895
288위,5월1주차,중견리더 과정(11주차),필라테스,4.7727,4.7727,4.7727,4.7727,4.7727
289위,5월1주차,미래설계 과정(2주차),스마트폰 사진 촬영기법,4.7722,4.8,4.7778,4.7333,4.7778
290위,6월2주차,신규공무원 역량향상 심화 과정,e호조 지출·회계 실무,4.7721,4.7647,4.7353,4.7941,4.7941
291위,5월2주차,"세대와 마음을 잇는 소통 ON, 공감 UP 과정",마음열기,4.7708,4.75,4.75,4.75,4.8333
291위,5월2주차,"세대와 마음을 잇는 소통 ON, 공감 UP 과정",우리 조직은? 전사적 참견 시점,4.7708,4.75,4.75,4.75,4.8333
291위,5월2주차,"세대와 마음을 잇는 소통 ON, 공감 UP 과정",우리 함께 어울림2,4.7708,4.75,4.75,4.75,4.8333
294위,4월1주차,중견리더 과정(7주차),중국어,4.77,4.7727,4.7727,4.7727,4.7619
295위,5월1주차,중견리더 과정(11주차),스포츠댄스,4.7692,4.7692,4.7692,4.7692,4.7692
295위,5월3주차,중견리더 과정(13주차),가죽공예,4.7692,4.7692,4.7692,4.7692,4.7692
295위,5월3주차,중견리더 과정(13주차),분임토의,4.7692,4.7692,4.7692,4.7692,4.7692
295위,5월4주차,중견리더 과정(14주차),가죽공예,4.7692,4.7692,4.7692,4.7692,4.7692
299위,5월2주차,지리산 천왕봉 힐링 과정,지리산 천왕봉 등산,4.7672,4.7931,4.7931,4.6897,4.7931
300위,3월4주차,인생 2모작 준비 과정,알기쉬운 세무상식 절세전략,4.7662,4.7857,4.6786,4.7857,4.8148
301위,6월3주차,업무용 오피스 활용 과정,엑셀 기본 활용능력 향상,4.7647,4.8235,4.8235,4.6471,4.7647
301위,6월3주차,업무용 오피스 활용 과정,엑셀실무 활용능력 향상,4.7647,4.8235,4.8235,4.6471,4.7647
301위,6월3주차,업무용 오피스 활용 과정,AI·웹 활용한 자료 작성 및 저작권 무료 소스 활용,4.7647,4.8235,4.8235,4.6471,4.7647
301위,3월3주차,중견리더 과정(4주차),한국사,4.7647,4.7647,4.7647,4.7647,4.7647
305위,5월1주차,5급 관리자 리더십 과정,리더십의 현장 방향서 도출1,4.7632,4.7368,4.7368,4.7895,4.7895
306위,3월5주차,6급 승진자 역량향상 과정,스트레칭과 싱잉볼 명상,4.7619,4.7619,4.7619,4.7619,4.7619
307위,4월4주차,미래설계 과정(1주차),생활속 응급처치,4.7614,4.75,4.7727,4.7727,4.75
308위,5월1주차,명품 스피치 과정,스피치 실습 및 피드백,4.7606,4.7778,4.7778,4.7222,4.7647
309위,7월4주차,7·8급 승진자 역량향상 과정,현장학습,4.7604,4.75,4.75,4.75,4.7917
310위,4월4주차,신규공무원 역량향상 심화 과정,한글실무,4.76,4.77,4.77,4.73,4.77
311위,4월2주차,스마트기기 활용 과정,클라우드 서비스를 활용한 데이터 관리,4.7596,4.7308,4.7692,4.7692,4.7692
312위,7월4주차,7·8급 승진자 역량향상 과정,스트레칭과 싱잉볼 명상,4.7582,4.75,4.7083,4.7826,4.7917
312위,7월4주차,7·8급 승진자 역량향상 과정,소통을 위한 대화기술 및 공감기법,4.7582,4.75,4.75,4.75,4.7826
314위,5월2주차,중견리더 과정(12주차),한자,4.7547,4.7561,4.7561,4.7317,4.775
315위,5월5주차,과장급 필수 역량향상 과정,스트레칭과 싱잉볼 명상,4.7531,4.8125,4.7333,4.7333,4.7333
316위,7월4주차,7·8급 승진자 역량향상 과정,생성형 AI의 직무적용,4.75,4.75,4.75,4.75,4.75
316위,3월2주차,계약실무 과정,계약일반 프로세스,4.75,4.7647,4.7647,4.7059,4.7647
316위,3월3주차,계약실무 과정,공사계약의 이해,4.75,4.75,4.75,4.75,4.75
316위,7월4주차,계약실무 과정,용역계약 실무,4.75,4.8,4.8,4.6,4.8
316위,3월3주차,기간제 근로자 관리자 과정,기간제 근로자 노동분쟁 사례,4.75,4.7333,4.8667,4.6667,4.7333
316위,7월3주차,미래설계 과정,뇌파분석 및 피드백,4.75,4.8333,4.5556,4.7778,4.8333
316위,7월2주차,미래설계 과정(1주차),"퇴직 후 인생, 와인처럼 깊어지다",4.75,4.7778,4.7222,4.7222,4.7778
316위,4월2주차,성별영향평가 과정,성별영향평가 우수사례 연구,4.75,4.7647,4.7647,4.7059,4.7647
316위,3월3주차,신규공무원 역량향상 심화 과정,행사실무,4.75,4.75,4.75,4.75,4.75
316위,3월3주차,신규공무원 역량향상 심화 과정,보조금 실무,4.75,4.75,4.75,4.75,4.75
316위,3월2주차,전입공무원 역량향상 과정,서무업무 실무,4.75,4.7333,4.7667,4.7,4.8
316위,6월1주차,중견리더 과정(16주차),한국사,4.75,4.75,4.75,4.75,4.75
316위,6월2주차,중견리더 과정(17주차),테니스,4.75,4.75,4.75,4.75,4.75
316위,7월1주차,중견리더 과정(20주차),체력관리,4.75,4.75,4.75,4.75,4.75
316위,7월2주차,중견리더 과정(21주차),행정학,4.75,4.7581,4.7419,4.7742,4.7258
316위,7월2주차,중견리더 과정(21주차),테니스,4.75,4.75,4.75,4.75,4.75
316위,3월4주차,중견리더 과정(5주차),영어,4.75,4.7647,4.8235,4.5882,4.8235
316위,4월3주차,중견리더 과정(9주차),중국어,4.75,4.75,4.75,4.75,4.75
316위,3월5주차,지방의회 공무원 실무역량 향상 과정,알고보면 엄청쉬운 공무원 예산이야기,4.75,4.75,4.75,4.75,4.75
316위,5월4주차,지속가능발전 목표 이행 과정,경상남도 지속가능발전 추진전략 및 이행방안,4.75,4.75,4.75,4.75,4.75
316위,5월4주차,지속가능발전 목표 이행 과정,주요업무계획과 SDGs 통합,4.75,4.75,4.75,4.75,4.75
316위,5월4주차,지속가능발전 목표 이행 과정,지방 지속가능발전 업무추진 실무 및 관련법,4.75,4.875,4.875,4.875,4.375
338위,5월1주차,7·8급 승진자 역량향상 과정,스트레칭과 싱잉볼 명상,4.7474,4.75,4.7037,4.7857,4.75
339위,7월4주차,7·8급 승진자 역량향상 과정,"드라마, 영화로 이해하는 청렴",4.7473,4.75,4.75,4.75,4.7391
340위,6월3주차,업무용 오피스 활용 과정,한글 활용능력 빠른 내용 작성 Tip,4.7472,4.8125,4.8235,4.5882,4.7647
341위,7월2주차,중견리더 과정(21주차),헌법,4.7464,4.7742,4.7619,4.7778,4.6719
342위,4월2주차,스마트기기 활용 과정,동영상 편집 앱을 이용한 영상 편집,4.745,4.7308,4.7692,4.68,4.8
343위,6월2주차,신규공무원 역량향상 심화 과정,엑셀실무,4.7429,4.7714,4.7714,4.6286,4.8
344위,5월2주차,중견리더 과정(12주차),"힐링 프로그램(티클래스, 싱잉볼 명상)",4.7428,4.7391,4.7246,4.7536,4.7536
345위,7월3주차,중견리더 과정(22주차),인문학 힐링 콘서트,4.7421,4.7143,4.7619,4.7302,4.7619
346위,7월4주차,계약실무 과정,계약 법령 체계,4.7417,4.7,4.6667,4.8,4.8
346위,3월2주차,전입공무원 역량향상 과정,보고서 작성 실무,4.7417,4.7667,4.7667,4.7,4.7333
348위,7월2주차,중견리더 과정(21주차),한자,4.7413,4.7222,4.75,4.75,4.7429
349위,5월2주차,중견리더 과정(12주차),탁구,4.7411,4.75,4.75,4.75,4.7143
350위,7월3주차,전입공무원 역량향상 과정,스트레칭과 싱잉볼 명상,4.7407,4.7037,4.7407,4.7407,4.7778
351위,3월5주차,6급 승진자 역량향상 과정,기획보고서 작성실무,4.7405,4.7619,4.75,4.7,4.75
352위,5월1주차,5급 관리자 리더십 과정,리더십의 이해1,4.7368,4.7368,4.7368,4.7368,4.7368
352위,5월1주차,5급 관리자 리더십 과정,리더십의 이해2,4.7368,4.7368,4.7368,4.7368,4.7368
352위,6월1주차,중견리더 과정(16주차),한자,4.7368,4.7368,4.7368,4.7368,4.7368
355위,6월2주차,신규공무원 역량향상 심화 과정,한글실무,4.7357,4.76,4.76,4.64,4.7826
356위,2월5주차,중견리더 과정(2주차),영어,4.7353,4.7647,4.7059,4.7059,4.7647
357위,6월4주차,중견리더 과정(19주차),사진,4.7348,4.7308,4.7692,4.7308,4.7083
358위,7월3주차,산림정책실무 과정,"산림재해 예방 및 대처산사태, 산불",4.7344,4.6875,4.75,4.75,4.75
358위,5월3주차,중견리더 과정(13주차),한자,4.7344,4.7188,4.75,4.75,4.7188
358위,3월5주차,중견리더 과정(6주차),영어,4.7344,4.6875,4.75,4.75,4.75
361위,7월2주차,미래설계 과정(1주차),슬기로운 일상속 AI,4.7337,4.7222,4.6667,4.7222,4.8235
362위,7월3주차,명품 스피치 과정,프리젠 테이션 발표 기법,4.7333,4.7333,4.7333,4.7333,4.7333
362위,7월3주차,명품 스피치 과정,인터뷰 및 사회보기,4.7333,4.7333,4.7333,4.7333,4.7333
362위,4월4주차,미래설계 과정(1주차),연금제도의 이해,4.7333,4.7778,4.6889,4.6889,4.7778
362위,4월3주차,중견리더 과정(9주차),일본어,4.7333,4.7333,4.8,4.6667,4.7333
366위,5월5주차,과장급 필수 역량향상 과정,애자일 조직에서 부서장의 역할,4.7328,4.7222,4.7222,4.7222,4.7647
367위,6월3주차,중견리더 과정(18주차),한국사,4.7308,4.6923,4.7692,4.7692,4.6923
368위,7월1주차,신규공무원 역량향상 심화 과정,보도자료 작성,4.7306,4.6897,4.75,4.7586,4.7241
369위,7월3주차,중견리더 과정(22주차),한자,4.7306,4.7222,4.7429,4.7143,4.7429
370위,5월2주차,지리산 천왕봉 힐링 과정,근육이완을 위한 스트레칭,4.7303,4.6897,4.7586,4.7586,4.7143
371위,5월3주차,신규공무원 역량향상 심화 과정,계약실무,4.7302,4.7391,4.7273,4.7273,4.7273
372위,5월4주차,미래설계 과정(1주차),시간관리 생애설계,4.73,4.76,4.68,4.76,4.72
373위,5월3주차,중견리더 과정(13주차),분임토의,4.7292,4.75,4.75,4.6667,4.75
374위,7월3주차,명품 스피치 과정,기본 보이스 트레이닝,4.7286,4.7333,4.7333,4.7333,4.7143
374위,7월3주차,명품 스피치 과정,인사말 작성 방법 및 실습,4.7286,4.7333,4.7333,4.7333,4.7143
376위,4월3주차,시·군 팀장 리더십 과정,팀장의 역할 공감,4.7273,4.7273,4.7273,4.7273,4.7273
376위,4월3주차,시·군 팀장 리더십 과정,갈등해결 및 성과창출 리더십,4.7273,4.7273,4.7273,4.7273,4.7273
376위,4월3주차,시·군 팀장 리더십 과정,팀장의 보고 및 발표스킬,4.7273,4.7273,4.7273,4.7273,4.7273
376위,5월4주차,중견리더 과정(14주차),사진,4.7273,4.7273,4.7273,4.7273,4.7273
376위,6월1주차,중견리더 과정(16주차),가죽공예,4.7273,4.7273,4.7273,4.7273,4.7273
376위,6월2주차,중견리더 과정(17주차),스포츠댄스,4.7273,4.7273,4.7273,4.7273,4.7273
376위,7월1주차,중견리더 과정(20주차),동아리 활동,4.7273,4.7273,4.7273,4.7273,4.7273
376위,5월4주차,홍보실무 과정,챗GPT활용 홍보자료 만들기,4.7273,4.8182,4.6364,4.7273,4.7273
384위,2월5주차,중견리더 과정(2주차),일본어,4.727,4.6818,4.7826,4.7619,4.6818
385위,3월5주차,6급 승진자 역량향상 과정,언론 대응 및 보고 능력 향상,4.7262,4.7143,4.7143,4.6667,4.8095
386위,5월5주차,7·8급 승진자 역량향상 과정,보고서 작성 실무,4.725,4.7,4.8,4.5,4.9
386위,7월4주차,계약실무 과정,적격심사 및 감사지적사례,4.725,4.8,4.6,4.7,4.8
388위,3월2주차,중견리더 과정(3주차),일본어,4.7247,4.7222,4.7059,4.7059,4.7647
389위,5월5주차,과장급 필수 역량향상 과정,조직성과 창출을 위한 리더십,4.7222,4.7222,4.7222,4.7222,4.7222
389위,7월3주차,미래설계 과정,스마트폰 사진 촬영기법,4.7222,4.7222,4.7222,4.7222,4.7222
389위,4월2주차,중견리더 과정(8주차),라탄공예,4.7222,4.6667,4.7778,4.6667,4.7778
392위,7월3주차,미래설계 과정,생활속 응급처치,4.7222,4.7222,4.7222,4.7222,4.7222
393위,4월2주차,항노화산업 탐방 과정,항노화 이해,4.7212,4.7308,4.7308,4.7308,4.6923
393위,4월2주차,항노화산업 탐방 과정,항노화와 현대인의 건강관리,4.7212,4.7308,4.7308,4.6538,4.7692
395위,4월2주차,성별영향평가 과정,양성평등의 이해,4.7206,4.7059,4.7059,4.7059,4.7647
395위,2월5주차,중견리더 과정(2주차),일본어,4.7206,4.6471,4.7647,4.7059,4.7647
397위,3월4주차,업무용 오피스 활용 과정,AI로 PPT 제작하기,4.7206,4.75,4.75,4.6786,4.7037
398위,6월2주차,중견리더 과정(17주차),정리수납,4.7199,4.75,4.75,4.6522,4.7273
399위,4월4주차,중견리더 과정(10주차),한자,4.7196,4.6512,4.75,4.7273,4.75
400위,5월2주차,중견리더 과정(12주차),행정학,4.7191,4.7067,4.72,4.7333,4.7162
401위,3월5주차,기획능력 향상 과정,전략적 기획 마인드의 이해,4.7188,4.625,4.625,4.75,4.875
401위,3월5주차,기획능력 향상 과정,기획보고서 유형별 작성법,4.7188,4.625,4.625,4.75,4.875
401위,3월5주차,기획능력 향상 과정,기획보고서 작성 실습,4.7188,4.625,4.625,4.75,4.875
401위,7월3주차,산림정책실무 과정,산림조성사업의 필요성,4.7188,4.6875,4.75,4.75,4.6875
401위,4월4주차,중견리더 과정(10주차),테니스,4.7188,4.625,4.75,4.75,4.75
401위,5월1주차,중견리더 과정(11주차),테니스,4.7188,4.625,4.75,4.75,4.75
401위,5월4주차,지속가능발전 목표 이행 과정,지속가능발전 목표수립 개념잡기,4.7188,4.75,4.75,4.625,4.75
401위,5월4주차,지속가능발전 목표 이행 과정,지속가능발전 이행계획 실무실습,4.7188,4.75,4.75,4.625,4.75
409위,6월1주차,중견리더 과정(16주차),정리수납,4.7188,4.7083,4.75,4.7083,4.7083
410위,3월3주차,신규 임용(후보)자 과정(2주차),회계실무,4.718,4.7209,4.7209,4.686,4.7442
411위,5월4주차,중견리더 과정(14주차),정리수납,4.7174,4.6957,4.7826,4.6957,4.6957
412위,7월3주차,명품 스피치 과정,신뢰감을 주는 스피치 기법,4.7167,4.7333,4.7333,4.6667,4.7333
